nation_pk,club_pk,name,pk
045,"0290,0653,0976,1030,1497,1692,1850,1909",에딘 제코,233180930
040,"0337,0955,1009,1030",하세베 마코토,233181098
009,"0184,0779,1510,1631,1692,1765",조르지뇨 베이날둠,233181291
003,"1499,1692,1765,2024",마푸 양가-음비와,233181560
029,"0290,0300,0369,1391,1691,1703,1893,2076",디에고 고딘,233182493
001,"0435,0763,2033",마크 올브라이턴,233183130
027,"0125,0528,0846,1231,1702,1765,1844",앙리 세베,233183256
014,"0214,1047,1529",에덴 아자르,233183277
038,"0047,0125,0214,0498,1231,1453,1955,1974,2045",오렐리앙 셰주,233183284
001,"0184,1973,2080",조던 헨더슨,233183711
014,"0012,1222,1350,1893,2005,2064",T. 알데르베이럴트,233184087
028,"0290,0976,1189,1648,1692,1850,1999",A. 콜라로프,233185103
001,"0001,0211,0398,0434,0763,0764,0990,1529,1559,2033,2061",대니 드링크워터,233186132
007,"0051,0134,0184,0290,0882,0976,0989,1000,1328,1812,1850,1974",마리오 발로텔리,233186627
035,"0181,0809,1086,1499,1500,1722",A. 엘 카우타리,233188145
002,"0955,1004,1030,1078,1243,1250,1651,2026",알렉산더 에스바인,233189272
005,"0460,0880,1208,1701,1906,1971",디에고 마라도나,233190042
005,"0460,0880,1208,1701,1906,1971",디에고 마라도나,234190042
005,"0460,0880,1208,1701,1906,1971",디에고 마라도나,233190042
005,"0460,0880,1208,1701,1906,1971",디에고 마라도나,234190042
003,"1252,1328,1702",그레고리 세르티치,233190502
011,"0276,0319,0482,0808,1047,1405,1722,1952,1985",카밀 글리크,233190547
048,"0933,1030,1071,1250,1822",페테르 페카리크,233190854
014,"1047,1529,1893,1924",티보 쿠르투아,233192119
027,"0214,0763,0771,1510",이드리사 게예,233193474
027,"0022,0120,0214,1114,1607",파페 수아레,233193475
035,"0532,1499,1751,1812,1955,1974",유네스 벨한다,233193738
004,"1531,1893",코케,233193747
040,"0168,0204,0245,0907,1020,1216,1495,1651,2033",오카자키 신지,233194365
032,"0120,0763,1066,1328,1482,1632",조던 아이유,233197756
003,"0532,1499,1510,1974,2005",뱅자맹 스탐불리,233198200
032,"0120,2004,2033",제프리 슐럽,233200759
003,"0214,0771,0808,1114,1375",지브릴 시디베,233201042
008,"0184,1575,1618,1713",호베르투 피르미누,233201942
003,"0808,1328,1499,1812",발레르 제르망,233203280
009,"0184,1222,1587,1809",버질 반데이크,233203376
043,"0485,0976,1850,2033",리야드 마레즈,233204485
067,"0007,0976,1188,1219,1850,1893",스테판 사비치,233204639
003,"0485,0808,0976,1328,1850",뱅자맹 멘디,233204884
027,"0184,0225,1017,1222,1304",사디오 마네,233208722
001,"0785,1764,1892,2033",제이미 바디,233208830
072,"0184,0378,0573,1219,1529,1692",모하메드 살라,233209331
008,"0184,0691,0808,0826,1047,1274",파비뉴,233209499
004,"0184,1328,1765,1893,2080",망키요,233210972
032,"0496,1817,2033",대니얼 아마티,233212883
003,"0808,1420,1893",토마 르마르,233213565
005,"0469,0808,0894,0897,1210,1222",기도 카리요,233215334
008,"0070,0225,0369,0808",제메르송,233215792
003,"1420,1529,1818,2033",은골로 캉테,233215914
029,"1893,1996",J. 히메네스,233216460
010,"0808,0976,1476,1850",베르나르두 실바,233218667
010,"0808,0976,1476,1850",베르나르두 실바,237218667
010,"0808,0976,1476,1850",베르나르두 실바,233218667
010,"0808,0976,1476,1850",베르나르두 실바,237218667
003,"0051,0460,0808,1500,1529",T. 바카요코,233219809
001,"0370,0771,1931,2033",데마라이 그레이,233220633
003,"0211,0227,0290,0460,1328,1499,1701,1844,2045",로랑 블랑,233222481
027,"0808,1641",세이두 시,233225710
003,"0168,0808,0821,1489,1510,1732",압두 디알로,233225711
003,"0337,0808",알마미 투레,233227873
003,"0225,0808",케빈 은도람,233229011
008,"0573,0808,0865,1309,1824,1951",조르지,233229712
001,0184,T. 알렉산더-아놀드,233231281
003,"0808,1510",킬리안 음바페,233231747
003,"0290,0332,0808,0820,1453,1465,1500,1584",로익 바디아실,233235582
003,"0808,1254,1584",이르빙 카르도나,233235888
001,"0063,0285,0433,0656,0842,0976,1850,1931",데이비드 시먼,234000001
001,"1222,1301,1765",앨런 시어러,234000051
016,"0211,1472,1809,1870",로이 킨,234000240
030,0211,라이언 긱스,234000241
001,0211,게리 네빌,234000244
001,0211,폴 스콜스,234000246
001,"0468,0656,1687,1765,2005",솔 캠벨,234000388
001,"0211,0468,0496,0571,0610,1206,1472,2005",테디 셰링엄,234000393
031,"0063,0093,0212,0278,0337,0689,1364,1510,1810",제이-제이 오코차,234000570
010,"0051,1219,1476,1588",후이 코스타,234001025
008,"0070,0212,0290,0369,0748,1047,1072,1951",호베르투 카를루스,234001040
005,"0290,1366,1838",하비에르 사네티,234001041
007,"0748,1169,1319,1898",A. 델피에로,234001075
007,"0051,0728,1189,1484",알레산드로 네스타,234001088
007,0051,파올로 말디니,234001109
007,"0017,0051,0134,0290,1169,1219,1492",로베르토 바조,234001114
003,"0051,0093,0480,1328,1529,1549",마르셀 드사이,234001116
007,"0357,1169,1510",잔루이지 부폰,234001179
007,"0240,0290,0357,0460,1047,1169,2038",파비오 칸나바로,234001183
007,"0051,0274,0357,0512,0998,1169,1714",필리포 인자기,234001198
009,"0051,0290,0383,0918,1047,2064",클라렌스 세이도르프,234001256
003,"0762,1047,1169,1702",지네딘 지단,234001397
003,"0051,0290,0656,0762,0976,1169,1850",파트리크 비에이라,234001419
003,"0225,0656,0763,1328,1691,1766",로베르 피레스,234001605
003,"0656,0808,1529,1701",에마뉘엘 프티,234001620
003,"0656,0808,0965,1169,1701",티에리 앙리,234001625
003,"1047,1254,1328,1510,1529,1549,1669",클로드 마켈렐레,234001668
018,"0211,0323,0709",올레 군나르 솔샤르,234001845
009,"0771,0808,1181,1222,1692,2064",M. 스테켈렌뷔르흐,234002147
002,"0370,1004,1304,1529,1582",미하엘 발락,234003647
009,"0290,0656,2064",데니스 베르캄프,234004000
007,"0051,0063,0989,1292,1922",젠나로 가투소,234004202
008,"0051,0068,0070,0121,0139,0231,0248,0558,1375,1520,1554,1701,1951,1964,1987",히바우두,234004231
075,"0267,0357,0644,0825,0952,1314,1701,1900",H. 스토이치코프,234004833
007,"0051,0276,1147,1169,1548,1701",잔루카 잠브로타,234005099
001,"0184,0211,1031,1047,1765",마이클 오언,234005419
001,"0610,0976,1382,1529,1632,1850",프랭크 램파드,234005471
010,"0290,1047,1701,1738",루이스 피구,234005589
046,"0178,0184,0692,0784,1181,1495,1546,1674,1679,1701,2064",야리 리트마넨,234005673
009,"0051,0214,0672,0779,1701,1765,2064",P. 클라위베르트,234005680
009,"0374,0656,1415,1491,1701,2064",M. 오베르마르스,234005681
003,"0390,0741,0808,1067,1169,1392,1770,1971",다비드 트레제게,234005984
033,"0715,1002,1169,1189,1411",파벨 네드베드,234006235
012,"0267,0610,0656,1020,1248,1809,1842,1863",프레디 융베리,234006975
001,"0063,0211,0433,0610,0753,0842",리오 퍼디난드,234007289
005,"0051,0290,0357,0501,0741,1189,1529",에르난 크레스포,234007512
005,"0211,0290,0357,0894,0918,1189,1208,1529",베론,234007518
013,"0062,0370,0771,1070,1092,1304,1821",랜던 도노번,234007743
009,"0211,0577,0590,0779,0907,1047,1852",뤼트 반니스텔로이,234010264
002,"0224,1004,1189,1297,1304,2025",미로슬라프 클로제,234011141
004,"1477,1701",카를레스 푸욜,234013038
036,"0051,1529,1751",안드리 셰우첸코,234013128
001,"0184,1092",스티븐 제라드,234013743
010,"0211,1047,1169,1738",크리스티아누 호날두,234020801
066,"0195,0804,1304,1529,2025",클라우디오 피사로,234025420
008,"0051,0369,0826,0868,1510,1612,1701,1824",호나우지뉴,234028130
034,"0595,0987,1328,1484,1529,1894,1955,1982",디디에 드로그바,234031432
008,"0051,0068,0070,0290,0779,1047,1701",호나우두,234037576
006,"0063,0211,0433,0541,0779",박지성,234039943
012,"0051,0211,0290,0692,1092,1169,1510,1701,2064",Z. 이브라히모비치,234041236
004,"0672,0907,1219,1386,1917",호아킨,234045186
004,"0256,0319,0532,1047,1976",라울,234045661
013,"0073,0419,1092,1564,1737,1898",알렉시 랄라스,234046747
001,"0063,0468,0610,0753,1077,2005,2080",저메인 데포,234050542
009,"0211,1169,1181,1671,2064",에드윈 반데르사르,234051539
012,"0211,0928,1552,1631,1701,1809",헨릭 라르손,234052241
010,"0070,0304,0826,1199,1309,1476,1529,1701",데쿠,234053769
001,"0211,0549,0771,0952",웨인 루니,234054050
018,"0334,1250,1410,1602",R. 야르스테인,234104389
011,"0753,1219,1222,1302,1809,2075",아르투르 보루츠,234105846
023,"0214,0656,1169,1189,1438,2026",S. 리히트슈타이너,234108080
010,"0123,1047,1058,1309",페페,234120533
019,"0045,0123,0212,0214,0333,0881,1093,1288,1401,1955,2019",부라크 일마즈,234124375
008,"0183,0976,1215,1850",페르난지뉴,234135507
006,"0135,0472,0521,1351,1730,2025",이동국,234136553
071,"0290,0357,0460,0501,0649,1189,1198,1955",고란 판데프,234137506
010,"0063,0212,0262,0348,0357,0645,0729,0798,1309,1375,1391,1886",브루누 알베스,234138110
001,"0184,0763,0842,0976,1527,1765,1850",제임스 밀너,234138412
007,"0859,1169,1219,1573",조르조 키엘리니,234138956
010,"0064,0211,0212,0672,0985,1189,1738,1913",나니,234139068
022,"0168,0532,0674,1068,2033,2085",크리스티안 푹스,234139313
014,"0577,0976,1281,1850",뱅상 콤파니,234139720
041,"0782,0907,0974,1109,2057",기예르모 오초아,234140233
079,"0182,0184,0703,0713,1391,1601,1874,2026",라그나르 클라반,234140620
005,"0070,0184,0610,0662,0741,0894,1701",하비에르 마스체라노,234142754
005,"0237,0610,0976,1585,1850",파블로 사발레타,234142784
036,"0183,1513",안드리 퍄토우,234142902
005,"0070,0211,0595,0610,0976,1169,1208,1850",카를로스 테베스,234143001
019,"0498,0881,1701,1893,1955",아르다 투란,234143745
004,"0656,0907,1455,1691,1976,1990",산티 카소를라,234146562
058,1603,이고리 아킨페예프,234148119
009,"0051,0532,0590,0621,0779,0780,1047,2064",클라샨 훈텔라르,234148803
002,"0123,1030,1219,1304,1651,1901",마리오 고메스,234150418
002,"0045,0290,0656,0804,1116,1304,1444,1955",루카스 포돌스키,234150516
001,"0001,0482,0610,0908,0976,1025,1370,1809,1850,1931,1945,2005",조 하트,234150724
004,"0211,1241,1701",피케,234152729
052,"0274,0642,0918,1722,1879,1989",É. 바레토,234152922
005,"0976,1394,1701,1850,1893",세르히오 아구에로,234153079
058,"0238,0798,1072,1529,1603,1662",유리 지르코프,234154950
006,"0120,0674,0689,0949,1600",이청용,234155355
004,"1047,1510,1906",세르히오 라모스,234155862
016,"0022,0291,0771,0926,1032,1809,1969,2080",에이든 맥기디,234155885
013,"0155,0590,0763,1073,1077,1692,1737",마이클 브래들리,234155887
041,"0140,0363,0462,0508,0814,1092,1194,1208,1551,1612,1736,2057",루이스 에르난데스,234156353
041,"0179,0668,0850,1309,1893",엑토르 에레라,234156519
003,"0225,1219,1254,1292,1304,1328,1728,1818,1955",프랑크 리베리,234156616
012,"0435,0501,0928,1587,1877",A. 그랑크비스트,234156713
009,"0123,0184,0231,0301,1181,1713,1791,1955,2061,2064",라이언 바벨,234157301
004,"0460,0492,0672,1047,1691",라울 알비올,234157481
005,"1510,1701",리오넬 메시,234158023
066,"0195,0525,0532,0759,0779",제페르손 파르판,234158133
034,"0214,0383,1250,1529,1631,1833,2071",살로몬 칼루,234158232
009,"0532,0779,1031,1520,1701",이브라힘 아펠라이,234158372
023,"0155,0337,0795,0976,0989,1500,1501,1738,1844,1850,2033",젤송 페르난데스,234158438
049,"0109,0146,0223,0435,0793,0868,0953,1085,1426,1604,1885,1931,2057",장 보세주르,234158851
005,"0051,0498,0880,1189,1281,1394,1440",루카스 빌리아,234158963
004,"0689,1042,1047,1717",페르난도 이에로,234161840
014,"0374,0432,1181,1454,1874,2005",무사 뎀벨레,234162240
010,"0061,0781,0808,1309,1495,1738",주앙 무티뉴,234162347
045,"0454,0497,0532,1250,1510,1651,1713",베다드 이비셰비치,234162369
050,"0290,1021,1089,1189,1501,1707",사미르 한다노비치,234162835
004,"0656,0808,1147,1529,1701",세스크 파브레가스,234162895
017,"0434,0842,0976,1687,1812,1850,1861,1869,1945,1973,2033",카스퍼 슈마이켈,234163587
030,"0771,1013,1031,1115,1632,1905",애슐리 윌리엄스,234163824
008,"0051,0826,1309,1403,1510,1529,1662",티아구 실바,234164240
012,"0656,1184,1364,1931,2080",세바스티안 라르손,234164459
001,"0001,0120,0689,0753,0763,1317,1529",게리 케이힐,234164468
031,"0472,1031,1294,1529,1670,2019",존 오비 미켈,234164477
013,"0472,0763,1245,1318,1327,1364,1384",브래드 구잔,234164505
011,"0610,0656,0714,1302,1632",우카시 파비안스키,234164835
011,"1030,1219,1371,1732,1859",J. 브와슈치코프스키,234164994
003,"1047,2024",카림 벤제마,234165153
003,"0656,1363,1482,1702,1894",로랑 코시엘니,234165229
005,"0672,1047,1208,1692,2076",페르난도 가고,234165517
006,"0541,0575,0949,1018,1044,1376,1600",곽태휘,234165888
006,"0575,0656,0808,0949,0990,1600,1669",박주영,234165889
002,"0290,0977,1004,1052,1241,1304,1495",안드레아스 브레메,234166120
057,"0134,1047,1259,1657,1701,1805,1955",게오르게 하지,234166124
048,"0038,0184,0212,0274,0498,0798",마르틴 슈크르텔,234166706
016,"0001,0006,0029,0063,0174,0684,0755,0921,0989,1722,1869,1879,1931,2080",카일 래퍼티,234166844
007,0051,프랑코 바레시,234166906
026,"0211,0741,0808,1309,1529,1626,1893,1955",팔카오,234167397
002,"0532,1304",마누엘 노이어,234167495
005,"0051,0460,0741,1047,1169,1229,1529",곤살로 이과인,234167664
003,"1812,2005,2024",위고 요리스,234167948
004,"0672,0976,1129,1390,1669,1850",다비드 실바,234168542
008,"0091,0139,0290,1066,1624,1893",미란다,234168609
025,"0532,0573,1701,1906",이반 라키티치,234168651
016,"0753,0764,1222,1285,1364,1461",셰인 롱,234169216
041,"0656,0716,1108,1129,1253,1285,1498,1573,1669",카를로스 벨라,234169416
016,"0012,0211,1285,2033,2080",조니 에번스,234169588
030,"0001,0061,0120,0338,1013,1115,1472",웨인 헤네시,234170084
041,"0072,0526,1092,1540,1691,1701,1955,2005,2057",조바니 도스산토스,234170369
034,"0214,0357,0656,0662,0923,0987,1048,1692,2019",제르비뉴,234170733
019,"0045,0184,1047,1631,1732,2025",누리 샤힌,234170797
014,"0001,0012,0782,1140,1281,1309,1924",스테번 드푸르,234170815
003,"1114,1169,1229,1510,1844",블레즈 마튀이디,234170890
048,"0018,0134,0236,0460,2019",마레크 함시크,234171877
041,"0231,0370,0672,0779,1275,1386",안드레스 과르다도,234171897
014,"0012,0200,0214,0771,1219,1520,1844,1926",케빈 미랄라스,234172175
046,"0330,0692,0918,1647,1874,2025,2064",N. 모이산데르,234172862
014,"1134,1281,1476,2005,2064",얀 베르통언,234172871
037,"0051,0501,0656,1375,1520,1732,1977,2025",소크라티스,234172879
007,"0290,0357,0859,0918,0988,1169,1189,1292,1501,1944",안토니오 칸드레바,234173221
005,"0211,0808,0813,0918,1208,1874,1913",세르히오 로메로,234173373
022,"0048,0582,1017,1515,2025",Z. 유누조비치,234173474
030,"1047,1222,1573,2005",가레스 베일,234173731
011,"1099,1250,1495,1732,1896",우카시 피슈체크,234173771
049,"0953,0976,1129,1386,1701,1850",클라우디오 브라보,234174543
062,"0255,0290,0426,0501,0525,0573,0759,0907,0976,1189,1585,1738,1850",펠리페 카이세도,234175254
014,"0146,0460,0621,0779,0839,1743,1955",드리스 메르턴스,234175943
050,"0051,0155,0482,0501,1066,1391,1849,2045",발테르 비르사,234176104
013,"0125,0394,0965,1077,1355,1364,1564,1691,1874,2080",조지 알티도어,234176237
006,"0914,1351,1558,1600",염기훈,234176348
006,"0117,0222,0310,0521,0570,0954,1351,1600,1750,1957",이근호,234176403
026,"0115,0460,0656,1812,1900",다비드 오스피나,234176550
032,"0212,0610,0774,1328,1482,1632,1976",안드레 아이유,234176571
029,"0184,1587,1701,1703,1893,2064",루이스 수아레스,234176580
002,"0212,0498,0532,0656,1047,2025",메수트 외질,234176635
012,"0064,0312,0692,0779,1406,1500,1947,2080",올라 토이보넨,234176794
012,"0146,0334,0757,1184,1720,1809",미카엘 루스티그,234176942
014,"0211,0771,0782,1456",마루안 펠라이니,234176944
025,"0228,0290,1047,1239,1756,2005",루카 모드리치,234177003
003,"0212,1328,1502,1520,1623,1662,1702,2024",마티외 발부에나,234177326
014,"0132,0782,0798,1476,1732,1893",악셀 비첼,234177413
022,"0990,1060,1501,2025",제바스티안 프뢰들,234177578
009,"0063,1701,1717,1955,2064",프랑크 더부르,234177845
026,"0051,0237,0501,0587,1501,1691",크리스티안 사파타,234177983
010,"0501,0998,1738,1751,1932",미겔 벨로주,234178007
041,"0211,0370,0610,1047,1092,1108,1253,1906",치차리토,234178224
041,"0274,0462,0974,0990,1194,1309,1691,1906,2054,2057",미겔 라윤,234178322
003,"0051,0656,1036,1280,1363,1499,1529",올리비에 지루,234178509
005,"0290,0575,0672,1208,1893,1906,1971",에베르 바네가,234178562
002,"1304,1732",마츠 후멜스,234178603
017,"0051,0212,0214,0274,1030,1692,1722,1906,2088",시몬 키에르,234179645
029,"0211,0460,0672,1510,1722,1996",에딘손 카바니,234179813
002,"1047,1169,1250,1651,1901",사미 케디라,234179846
008,"0656,1476,1510,1529,1824,1886",다비드 루이스,234179944
045,"0110,0123,0225,1169,1692,1701,2024",미랄렘 피아니치,234180206
016,"0771,0908,1664",셰이머스 콜먼,234180216
008,"0070,0183,0656,1072,1181,1529",윌리안,234180403
040,"0225,0737,0782,0997,1084,1806,1891,2067",가와시마 에이지,234180739
045,"0290,0653,0976,1030,1497,1692,1850,1909",에딘 제코,234180930
040,"0337,0955,1009,1030",하세베 마코토,234181098
009,"0184,0779,1510,1631,1692,1765",조르지뇨 베이날둠,234181291
025,"0009,0290,0567,1030,1066,1304,1732,2005",이반 페리시치,234181458
098,"1072,1142,1670,1724,1733,1877",오딜 아흐메도프,234181573
067,"0290,0808,0976,1188,1219,1250,1850,1906",스테반 요베티치,234181820
049,"0290,0370,0953,1169,1304,1701",아르투로 비달,234181872
